,phone_no_m,sms_count,sms_nunique,sms_rate,calltype_2,calltype_rate,hour_mode,hour_mode_count,hour_nunique,day_mode,day_mode_count,day_nunique,busi_count,flow_mean,flow_median,flow_min,flow_max,flow_var,flow_sum,month_ids,flow_month,arpu_mean,arpu_var,arpu_max,arpu_min,arpu_median,arpu_sum,arpu_skew,arpu_sem,arpu_quantile,label
2562,4b16297252db47188ad50ce1c29285f532c57fb053f053a704a15ae9f78548d68074aace52eb3e291d470c3430ae0af0607cafcd7329db34fbbad056a3aae863,2611.0,425.0,6.143529411764706,2404.0,0.9207200306396016,11.0,254.0,21.0,13.0,136.0,31.0,275,50.48672912168694,0.2671384811401367,9.1552734375e-05,4063.306386947632,60804.46711328424,62855.97775650024,8,7856.99721956253,91.27375,70.36951250000001,107.44,86.0,87.4,730.19,1.53099996796826,2.965836991896217,87.4,0
2561,69c8d7de4aabcf5642cf3bed981023dbbb13d3a5e35a1d1cb6f8b4bfdfa2ec060dd62a3b64d0e4d8486499a2b4f7098ae5b6c73b7b0c82e0445357f70ddf31c0,367.0,39.0,9.41025641025641,367.0,1.0,11.0,59.0,15.0,15.0,38.0,31.0,271,60.48201931847466,0.2467775344848633,0.0001144409179687,4022.8159523010254,110767.26800544752,31027.275910377502,3,10342.425303459167,7.79875,103.3356125,24.6,1.0,1.0,62.39,1.0961128893689565,3.5940160771065006,1.0,0
2560,ee81a8f5daafc3dde6be390e0dab1493cb50164ec1e76c7d73b57474209c18c496b37fa7f5c9f2009ee6228383f1acdb29f77f5543a305850e74c565836d046f,641.0,26.0,24.65384615384616,629.0,0.9812792511700468,16.0,99.0,20.0,11.0,61.0,31.0,4,0.0107853753226143,0.0068378448486328,0.0005569458007812,0.0397663116455078,0.0001272696620747,0.2264928817749014,8,0.0283116102218626,11.29875,15.731155357142857,18.7,9.0,9.0,90.39,1.4896008158968126,1.402281861696448,9.0,0
2559,813744c5675b35af5b1aa3825297287caf76005d8ffe62fabdd0672160b6be355d72b2d631e9b829cff376b295841e70cddb220a89e1d15d79ceb29cc2d16074,758.0,113.0,6.707964601769912,756.0,0.9973614775725592,10.0,116.0,21.0,11.0,49.0,31.0,196,13.745476493835447,0.1198248863220214,7.43865966796875e-05,1528.9227857589722,7300.687140943917,10996.38119506836,8,1374.547649383545,137.98749999999998,110.26124999999992,141.7,112.0,141.7,1103.9,-2.8284271247461867,3.712499999999998,141.7,0
2558,63486c2ea4d5a3b766fbd36b31fde8e6e42cda80e9a0e69e45eb3afe2b84964e793e9d84df501f301780105d103ed96ba302f840f7446ac9a6acd4870a11a43c,1743.0,144.0,12.104166666666666,1553.0,0.8909925415949512,10.0,256.0,24.0,10.0,97.0,31.0,211,120.20260141661916,0.2490978240966797,0.0001144409179687,30340.258091926567,2151390.266891083,113351.05313587189,8,14168.881641983986,62.533750000000005,170.67959821428576,90.76,52.2,57.795,500.27,1.6860125992937989,4.618977135339135,57.795,0
2555,2350c6175ec7f31c331c3f9c019f4cd077d2b023ae1706382cd5069e03f0a8e91372ec12e9aac23510dff1234cb538c7bc0f53e53ebe2ca04f5474e106bfb9e3,670.0,33.0,20.303030303030305,670.0,1.0,12.0,90.0,16.0,13.0,63.0,31.0,165,26.50950132207832,0.1079902648925781,7.62939453125e-05,2642.114722251892,25562.968920704592,19643.54047966004,8,2455.4425599575043,29.27375,17.624655357142853,32.14,20.0,31.0,234.19,-1.972537748315351,1.4842782487265844,31.0,0
2554,d98317efc38977310b358972a9a126f80b4af8a30ca1fbee03d14fc3a65cf5fe346615404ec6a2379003bfd09a78544e3878659eac62a28b002cde7ea0c9c2be,12982.0,463.0,28.03887688984881,12491.0,0.962178400862733,10.0,1703.0,23.0,12.0,753.0,31.0,527,155.498164575914,0.2712764739990234,7.62939453125e-05,37328.54134654999,1940870.3346352973,345672.4198522568,8,43209.0524815321,1.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,1.0,0
2553,db027209edd5217ece0bfa3f4fc508625e3fe6867fa650c84e7c5d9f57a5b8d40e47237dc8bf6ce7622fa472ef5931db5729001fd10322810e9dce25d0bb3f8b,931.0,71.0,13.112676056338028,931.0,1.0,10.0,131.0,21.0,7.0,56.0,31.0,242,163.30062671175028,0.1772212982177734,7.43865966796875e-05,32175.46246147156,2833701.576738053,188285.62259864807,8,23535.70282483101,45.0,0.0,45.0,45.0,45.0,360.0,0.0,0.0,45.0,0
2552,15ccfca4d1d009e7eefd13285d97275ada0302ee70167260301a49128acb14ae69211caf31d45235d9f9defa167faee3334ac3848d0279a2830b0295d8e42ef4,248.0,25.0,9.92,247.0,0.995967741935484,10.0,50.0,16.0,22.0,40.0,31.0,10,5.775139201771129,0.028813362121582,0.0004348754882812,62.7569465637207,357.18785583160536,63.52653121948242,1,63.52653121948242,4.65,7.40428,7.95,2.01,4.575,27.9,0.1054270309679802,1.110876530792989,4.575,0
2632,cd7ca3815c1c85359457118b7d1feaa6487bfa9a8a69894ddfbbfaf55b7890ffa06e650a32de429afd0005d090a7c5cea93b48d442c8822d30cd360ed02674ba,1328.0,79.0,16.810126582278482,1328.0,1.0,8.0,201.0,19.0,1.0,139.0,31.0,225,51.44257749641189,0.1756401062011718,7.62939453125e-05,10217.143862724304,174862.21504077892,44549.2721118927,8,5568.659013986588,59.25375,1144.1539982142858,123.01,19.0,49.0,474.03,1.1661146805513596,11.959065589618016,49.0,0
2635,a635f02796245761095c2dd27ca49e379b2e3c20a8e1b228b5a749b0ab7c3d45d61f72064c0ed303fac5ea5c8afdd961a5c526f7e5eca3368050ad74a3d66d9d,582.0,31.0,18.774193548387096,576.0,0.9896907216494846,12.0,64.0,20.0,9.0,50.0,31.0,30,0.4289967219034831,0.0113525390625,0.000105857849121,16.583413124084473,6.105548624628804,19.30485248565674,3,6.434950828552246,34.795,84.9127714285714,49.19,28.19,29.950000000000003,278.36,1.1808142276518907,3.257928241777498,29.950000000000003,0
2282,0866d017b7e0205516a0d073633b9d79698c8c5a7988b3be53568e33864a6c9938d11daeb1d5406b47e3e3f1489443a036e43c09981a5269e9c72d149e590844,910.0,91.0,10.0,909.0,0.9989010989010988,14.0,118.0,18.0,11.0,68.0,31.0,196,35.478229395470684,0.1044425964355468,7.43865966796875e-05,3914.11346912384,62555.86568338471,28985.71341609955,8,3623.214177012444,53.3,34.617971428571416,65.63,49.0,50.95,426.4,1.5172931024951066,2.0802034584557894,50.95,0
2707,af55b63a70776a617e3fec642100027aab25716b112288325d864936e819beb0c5981ed03054eb41714d9856be517768c6b8abbbca8862b489904661feba1f7d,608.0,49.0,12.408163265306122,607.0,0.9983552631578948,10.0,78.0,20.0,8.0,79.0,31.0,0,0.0,0.0,0.0,0.0,,0.0,0,,13.095,9.777314285714288,17.61,7.33,14.0,104.76,-0.8160623320884257,1.105515393702994,14.0,0
2717,c5939984d0cd6422ad7b67ad90061d9b19419810220371a1f6904029e5abda8ecb76e8b463e45b5f6b77d422bef4d0c421253a29cbeb3a13853f10422ea02ed3,1173.0,160.0,7.33125,1148.0,0.9786871270247228,10.0,124.0,22.0,15.0,79.0,31.0,208,104.04028556167438,0.4214429855346679,7.43865966796875e-05,6756.627014160156,303757.58854876505,67730.22590065002,5,13546.045180130004,110.2925,8.671649999999989,117.38,109.0,109.0,882.3399999999999,2.561212559606525,1.0411321962171751,109.0,0
2715,c2a5c250bc008e444712995e017ee04ee1bb9cd5b800af5f04503c615c9f010df3e55bd149778f684120ebb27d1909f829fee57d8f1032a5267ac0b567425493,418.0,13.0,32.15384615384615,418.0,1.0,11.0,87.0,17.0,9.0,52.0,31.0,2,0.0019788742065429,0.0023040771484375,0.0002555847167968,0.0034360885620117,1.722771230561268e-06,0.0098943710327147,3,0.0032981236775715,42.0,0.0,42.0,42.0,42.0,336.0,0.0,0.0,42.0,0
2714,ed87402df50f4c003838644de18cdc0eb5fca7c218fb712583b2be172c0ae661a31020c2ae7ac24ef52fdf923dc9ba7a832730f63b7892cd26e6e96abe341c1a,929.0,132.0,7.037878787878788,919.0,0.9892357373519914,13.0,120.0,23.0,16.0,57.0,31.0,182,3.94137283633737,0.0621466636657714,7.43865966796875e-05,368.8631658554077,389.02831948702186,3216.160234451294,8,402.0200293064117,26.4375,25.85296428571429,32.3,19.38,29.0,211.5,-0.5234044765050309,1.7976708641223191,29.0,0
2713,193647b83423365712cdcec90f08b6637362928398bdcc061e42a8998179eb27ab9e7cd5bbdb2020e4fe5c09e367858f9928371d50907b714fab1440d0d9d0ea,960.0,88.0,10.909090909090908,959.0,0.9989583333333332,17.0,128.0,20.0,6.0,103.0,31.0,5,0.0274607976277668,0.0020437240600585,0.0001277923583984,0.2942628860473633,0.0055745076586217,0.4119119644165032,6,0.0686519940694172,21.0,0.0,21.0,21.0,21.0,168.0,0.0,0.0,21.0,0
2711,5820c73b319c5762fd59ad8a583976b0475d83c7faff66dbb14a0f472a0b108204553e3dc0994148a6abd45c5bbe735c523c2b04aad7ba7f90babd02f874e053,2546.0,154.0,16.532467532467532,2531.0,0.9941084053417124,17.0,461.0,20.0,8.0,141.0,31.0,0,0.0,0.0,0.0,0.0,,0.0,0,,66.1,0.0200000000000005,66.4,66.0,66.05,528.8,1.6162440712837376,0.0500000000000007,66.05,0
2709,19bf579bbdfdec0102e257b3cc8e72a6f05ce07b3e42a6676fa7c23c79d6a980bc1b51c4195a54e22bf44119c2c4e05264118beabadfcb0fb9db454cc8db1f25,1552.0,376.0,4.127659574468085,1550.0,0.9987113402061856,10.0,147.0,22.0,11.0,94.0,31.0,0,0.0,0.0,0.0,0.0,,0.0,0,,39.025,0.0021428571428572,39.1,39.0,39.0,312.2,1.4401645996463446,0.0163663417676996,39.0,0
2708,a34a9fde6c1ccb1fc162608b592b39921afdc8198ba41d7dd9592cb17544c329c7bf2dbe8d3bb698f7f7d5cb89b8b713ea11cc119c1cc38ebf74afaf6151e6c1,2712.0,559.0,4.851520572450805,2700.0,0.995575221238938,10.0,295.0,21.0,2.0,153.0,31.0,398,70.54308683946597,0.3009567260742187,7.43865966796875e-05,8618.704128265379,267070.24500887404,119852.70454025269,8,14981.588067531586,113.6475,1053.6751928571423,193.98,102.0,102.1,909.18,2.8280339701643467,11.47647154430066,102.1,0
2705,0a254064e6651c279cbba24b864cb31fc4177ad99d13b7763f29a71b787aa8c05398eb4d5a85f63d04c7e070bf23771de92c9b512c0948d2b0041526d2ba758d,348.0,74.0,4.702702702702703,348.0,1.0,14.0,62.0,19.0,12.0,52.0,30.0,8,1.0621552530924478,0.0008926391601562,7.62939453125e-05,12.083478927612305,7.189153828616312,79.6616439819336,8,9.9577054977417,16.6575,8.10987857142857,21.4,15.0,15.0,133.26,1.4090759363669152,1.006843990610547,15.0,0
2636,4f3e72d81724c9fabcbfd71cd98248c276889e23be8cc436f5f8a0d0e91d63eb084042090de8492989d25cc871ecd37fff37f6dbfbc52b53c6749e499377c8c6,426.0,19.0,22.42105263157895,426.0,1.0,11.0,85.0,20.0,16.0,51.0,31.0,94,6.496066941805412,0.0349001884460448,7.915496826171875e-05,468.7341737747192,1788.1691411986603,2117.7178230285645,8,264.71472787857056,2.68125,18.832269642857145,13.42,1.05,1.18,21.45,2.827105558312498,1.534286057212651,1.18,0
2704,9faa9239bf07aee7e87c9207151fb588749c18c902478953fae56884687f306e5c80a8d3995ceef5927a34a57f7ef9c6c05a0b17a4c13e404de0b10f6e33e484,1088.0,24.0,45.333333333333336,1082.0,0.9944852941176472,12.0,179.0,20.0,16.0,67.0,31.0,51,3.476942623815229,0.0162353515625,7.62939453125e-05,164.75005817413333,328.018579625624,431.1408853530884,2,215.5704426765442,49.48875,350.07935535714284,89.99,40.0,40.0,395.91,1.9118926310995927,6.615128072807271,40.0,0
2702,4a394734fcf7fb3bde8a398180024194acf91174ed9fb35216125467c967dd82d8f09120595f2dbc09f79b07f04e399423cf80ee07e67738e876762443f6a755,220.0,18.0,12.22222222222222,217.0,0.9863636363636364,13.0,27.0,19.0,12.0,44.0,26.0,53,2.3616159780701595,0.0141706466674804,9.918212890625e-05,180.9203224182129,259.19628372460573,474.6848115921021,6,79.11413526535034,5.9275,0.0011642857142857,6.01,5.91,5.915,47.42,2.585481873185953,0.0120638183957531,5.915,0
2700,00a6e69ae76094cd5b7b132aa7a1838b397fdf0421df7e7a40c52c0bed6fbfb050e67a38fd1df1a976b439b83610242b16466384e19496c8d2341c645c1a6598,1007.0,151.0,6.66887417218543,970.0,0.9632571996027806,11.0,130.0,20.0,1.0,89.0,31.0,274,34.927100007472895,0.222264289855957,7.62939453125e-05,4234.93207359314,49144.590840513934,34053.92250728607,6,5675.653751214345,72.75285714285714,1239.259157142857,112.87,1.76,71.83,509.27,-1.4685584745056683,13.30552601173586,71.83,0
2699,a310ab80316112a8b92ef15787ca270bc7c9f2be41886fc0bea4f97606bb314c40892350eb2460f387152817b2b1a0e797b91bee32ca1466a3842bdfab5f98cb,273.0,21.0,13.0,272.0,0.9963369963369964,15.0,46.0,17.0,15.0,27.0,30.0,0,0.0,0.0,0.0,0.0,,0.0,0,,18.175,0.0650000000000002,18.6,18.0,18.0,145.4,0.9913562875116928,0.0901387818865998,18.0,0
2698,3daf2718ace2357d7aa563349a8ffb792ac28ec60fb6203214f9e470cba112d8c88583980c93de55a10d5bbf645917eb3a2e327cbbe344b8f7d33458401767c1,1309.0,50.0,26.18,1302.0,0.9946524064171124,11.0,223.0,20.0,11.0,91.0,31.0,146,7.484911717620551,0.0809178352355956,7.2479248046875e-05,915.716170310974,2798.8590198540883,4580.765971183777,8,572.5957463979721,42.4975,184.35225000000003,53.99,22.95,49.870000000000005,339.98,-0.7100589507951608,4.800419903508443,49.870000000000005,0
2697,97b34cee254ad84bbda9a218d5732fbcf5d75816ba8e324d063af80be088f0938695d77b46cc5dc691d18c2039cdae9acbdc3d004f4087633a4b99e308d9ec9f,964.0,159.0,6.062893081761007,953.0,0.9885892116182572,12.0,135.0,18.0,5.0,79.0,31.0,152,16.431888088150377,0.1515951156616211,7.43865966796875e-05,1508.954174041748,12379.12745710411,10730.022921562197,8,1341.2528651952744,69.425,1227.5621428571428,156.0,56.0,56.1,555.4,2.811118153213108,12.38730268691061,56.1,0
2694,349448296574cdfdd4aed096a916a92c9e4d37bfef5acc50ba96dbcff912a64c3ca3712bc3c96379a23e17b9a2c4f679a4d9c2bc57219e60c71d0a827761322f,581.0,42.0,13.833333333333334,575.0,0.9896729776247848,16.0,100.0,21.0,15.0,76.0,31.0,142,16.753425002847827,0.0675387382507324,7.43865966796875e-05,5289.366236686706,47381.97960804346,10655.178301811218,8,1331.8972877264025,52.88875,107.27635535714283,72.25,34.59,51.1,423.11,0.2129370954231829,3.661904479863293,51.1,0
2720,b9fe35c58e6c52625ef3aeecba08756d4d528bf131a047640ea7126b5cdc9931a2160359a379282d94e0dd7b55da85d4e2887041519a7aa4bc68500e51a43da1,164.0,26.0,6.307692307692308,164.0,1.0,15.0,41.0,14.0,26.0,48.0,28.0,107,33.520194371541336,0.2233963012695312,0.0003013610839843,2665.891452789306,62328.42739371577,3921.862741470337,4,980.465685367584,7.55,,7.55,7.55,7.55,7.55,,,7.55,0
2721,89953fcad35a8419997b1e9c3305ed702ac7471c7d9907b68ef96b7fccda0310a0db98696ecd68251a602718190b57e184fb3832742045aa7bf93862c3020304,2374.0,426.0,5.572769953051643,2336.0,0.9839932603201348,10.0,290.0,21.0,8.0,119.0,31.0,575,26.14604278580732,0.2560949325561523,0.000105857849121,2719.917874336243,27439.06481900067,55142.00423526764,8,6892.750529408455,63.39375,337.77796964285704,98.38,49.1,53.585,507.15,1.1557283294405694,6.497864742002339,53.585,0
2722,5c4a99a3aff6331b7882a00366a2dade662674e61b85e50a60fe8daa6e1a1e202b5b519fbe398624ca1014cd8b840401c1df2867e79a87fa945442c728988115,487.0,74.0,6.581081081081081,480.0,0.9856262833675564,11.0,104.0,20.0,2.0,43.0,31.0,202,25.42915744587855,0.1473956108093261,0.0001106262207031,2536.9623050689693,22007.601847246908,20038.17606735229,8,2504.772008419037,47.0875,0.0326785714285715,47.5,47.0,47.0,376.7,2.179478773286145,0.0639126077434761,47.0,0
2724,1c39c685d225fcfdd737af5f7cb942c78250100b7a3e42dd909a3d2037d33c3ab43081d0157d1150f8b1fb90c6433d8def831dedf3306a6738a33f2f5513af49,787.0,52.0,15.134615384615383,787.0,1.0,10.0,125.0,21.0,14.0,68.0,31.0,38,1.6761743878358162,0.0482997894287109,0.000223159790039,44.42733383178711,42.662387921809184,249.74998378753665,8,31.21874797344208,13.31,13.219828571428568,20.99,11.0,11.075,106.48,1.624632594907451,1.285487678442921,11.075,0
2746,26936575eb4a72a45b11a37f023a4520029263cfe42717988ac7580f915b91d594546d4afc1a77116dda077e9ddc3754b0b5765fe9d55d7c8df918422be7b946,201.0,46.0,4.369565217391305,198.0,0.9850746268656716,11.0,29.0,16.0,5.0,25.0,29.0,22,0.0819221224103655,0.0135564804077148,0.0001449584960937,0.7044925689697266,0.0269068476812463,2.2938194274902344,4,0.5734548568725586,4.720000000000001,17.935400000000005,11.07,2.47,2.67,18.880000000000003,1.9952341438797536,2.117510330553313,2.67,0
2742,d4eb74233b4232115e56596d6b73b2d68c105b8baebfc70da8fc2e27baf89f82b1eeb8fcf59aad24ab72a6526fa52808ca3a84447b53b1fcf84cd5086405f0db,317.0,14.0,22.642857142857142,317.0,1.0,18.0,47.0,18.0,7.0,50.0,31.0,5,0.0151877789883999,0.0083322525024414,7.62939453125e-05,0.0692901611328125,0.0003198218370418,0.5619478225707994,8,0.0702434778213499,17.475,2.053685714285715,20.8,16.0,17.22,139.8,2.1205286431564927,0.5066662750625054,17.22,0
2740,e7b95b74871b664bfc7794fe818562f0ac8d3682631a9cd3bca1e04749c9cd2318a978c926e4a26a2792eb5b3aaca84f4fb497dcaf20afcdca64cacfa37e7afc,613.0,43.0,14.255813953488373,612.0,0.99836867862969,16.0,100.0,21.0,31.0,55.0,31.0,76,17.75012751926075,0.0934643745422362,7.43865966796875e-05,2185.5111618041988,26518.15824020704,3905.028054237365,4,976.2570135593412,41.3575,124.87247857142856,58.03,25.34,41.96,330.86,0.0465252060414514,3.950830269883606,41.96,0
2739,5ed67c1306dbab2890ac6e9221bb2f36c409bcf84ffd7b6b0ea1a246ce0eddfd55960d04f6639f8232355745e233ca155b89c4d4ee019c3ffac15241d7daa442,391.0,16.0,24.4375,388.0,0.9923273657289002,10.0,163.0,14.0,25.0,27.0,31.0,0,0.0,0.0,0.0,0.0,,0.0,0,,34.9425,49.865535714285706,50.68,30.98,30.98,279.54,1.997456041438808,2.496636129732507,30.98,0
2737,a7567b87777aa525aaad3da809087dacf3beccea46cddeeb4c6ba8abe0ea3f335ee33421e3b709cd67a12e3b2981e18bf5ea09d166434760b5950a94f5fdbed8,224.0,18.0,12.444444444444445,222.0,0.9910714285714286,15.0,45.0,19.0,10.0,33.0,30.0,31,1.144796085357666,0.0214381217956543,0.000105857849121,55.35378646850586,44.85128279824239,80.13572597503662,5,16.027145195007325,1.08375,0.0398267857142857,1.57,1.0,1.0,8.67,2.6708588820636323,0.0705574107680101,1.0,0
2736,112afc11e98c4a238866e33e3b2b7bcc1321f020dfaab8c061cdc7774cf4baa29ef582601f931f356ddc0dcd78e4915f2ec5079cb39a7ddc5323ff880423d2af,56.0,7.0,8.0,55.0,0.9821428571428572,17.0,24.0,7.0,24.0,29.0,3.0,0,0.0,0.0,0.0,0.0,,0.0,0,,7.01,,7.01,7.01,7.01,7.01,,,7.01,0
2735,0bedddbf857bcaa27c58dd21e38f021e66604307aac0bf6676e09a44f3f934067c279f1871c6b777f69c0b482a446974ae23f75cb98c718a352b089b2c30e0ff,1640.0,312.0,5.256410256410256,1473.0,0.8981707317073171,11.0,173.0,24.0,25.0,89.0,31.0,250,57.35741727487096,0.1603708267211914,6.771087646484375e-05,9849.624179840088,299439.05995427864,60798.86231136322,8,7599.857788920402,5.762499999999999,15.216964285714289,15.4,4.1,4.45,46.1,2.808960758927603,1.3791738598575185,4.45,0
2734,d37e29427e6e2a99f7c542ea75a2fe8b9f431ee1a105bd40002bad2f6a96803cf8187bec52ae23e4e45082459a4023904f5286324a3fa90fc41406ea191a933e,165.0,16.0,10.3125,164.0,0.993939393939394,12.0,28.0,16.0,21.0,45.0,21.0,35,2.7952063144781647,0.0357112884521484,0.0002174377441406,81.15512371063231,179.77526921943291,109.01304626464842,3,36.33768208821614,18.4525,119.02342500000002,30.19,7.36,18.13,73.81,0.081737473359141,5.454892872458633,18.13,0
2733,d1a892448dc42541b05438b8ee373e3c2f69f40179be18095b2861c67dfb322467987b1f5405e8d91045b80a63ef50204420087df0de97cf4ec2510f326f6b4c,558.0,25.0,22.32,556.0,0.996415770609319,16.0,79.0,19.0,30.0,46.0,31.0,190,27.51879042937976,0.1387968063354492,7.62939453125e-05,2517.662260055542,28283.302027076275,22923.15242767334,8,2865.3940534591675,62.995000000000005,601.7956,87.0,8.81,66.96000000000001,503.96,-1.7071539732993697,8.673202983903927,66.96000000000001,0
2732,1f1609e962fb2538a66a31c4b6ceb2a1af1b68f972c7718f822739a5c418688415b3e9ade02b4fdb0d561d3e2807913c5fada43026b5ca97f86dececaff9ce5d,239.0,16.0,14.9375,239.0,1.0,11.0,40.0,16.0,9.0,21.0,31.0,10,0.2511733770370483,0.0586237907409667,7.62939453125e-05,1.6191244125366209,0.1602808509643285,14.065709114074709,8,1.7582136392593384,1.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,1.0,0
2731,97a6394c14ce2102c520af45edc5f0c712a9f54ec362df3dbc36dd7488a99fb3cf503d5b08224c886bc225ad94e5db970f899500e1d4abe7352d5ff38f7fb03a,207.0,28.0,7.392857142857143,204.0,0.9855072463768116,11.0,30.0,16.0,17.0,29.0,29.0,4,0.0060498373849051,0.0079193115234375,6.4849853515625e-05,0.0140972137451171,2.480448096147949e-05,0.0423488616943357,2,0.0211744308471678,8.963333333333333,0.0040333333333332,9.0,8.89,9.0,26.89,-1.7320508075687937,0.0366666666666664,9.0,0
2730,b2b62d7ded477957878aa862a7d53bcd7c9330137b3c07301d237c12c2146a217236e74fae061f76d6e34d217a9a8fbd8a9939c0d90e7788065cadd9f315c993,2053.0,515.0,3.986407766990291,2049.0,0.9980516317584024,9.0,249.0,24.0,11.0,107.0,31.0,2,0.4776951926095145,0.0570478439331054,0.0002355575561523,1.9420557022094729,0.5077855886554593,6.687732696533203,5,1.3375465393066406,13.57375,0.0295125,13.99,13.5,13.5,108.59,2.6197915519757613,0.0607376530662817,13.5,0
2727,82d006a5bdd32ab0e3a878aa0a8fc0539ea41c8c7ce6d56e4ea723df00b7f571e8c8ff84ed4e3f76c14442716434f96692eaa0de51edfa71a5e70a2fd6830ae5,1242.0,51.0,24.352941176470587,1239.0,0.997584541062802,7.0,385.0,16.0,15.0,80.0,31.0,146,40.55775667553299,0.3408107757568359,7.43865966796875e-05,4728.583623886108,81355.71504999354,19832.743014335632,8,2479.092876791954,51.87625,24.334512499999985,63.91,49.77,49.825,415.01,2.681955321703904,1.7440797179314933,49.825,0
2726,692e8b7244ddd43c6bd1542e4aac0d013767ff010e072ff1f4d1f803b12e36bf87db54c6884b3674514ead045e898b3d2434d53ea7a5998bfff32fc2dc315bd9,753.0,84.0,8.964285714285714,746.0,0.9907038512616202,15.0,91.0,23.0,14.0,60.0,31.0,1,0.005781054496765,0.0048866271972656,0.0011720657348632,0.0139455795288085,1.4505404562571803e-05,0.0462484359741207,7,0.0066069194248744,34.99125,83.6820125,49.54,26.45,32.825,279.93,0.8813624135664254,3.2342312166108345,32.825,0
2725,f8dfd911a5fed9c0a9585cc76abf749c051f236e7a08f2558ee1d74e38c02d37c925960fcf3483ec0da37f2e0d9bcfbab8438a0f0fb16cec0a9f4613243a45f0,800.0,78.0,10.256410256410255,794.0,0.9925,11.0,94.0,24.0,16.0,63.0,31.0,33,0.5487236053712906,0.0206198692321777,0.000105857849121,20.372488975524902,6.85287473630093,34.02086353302002,8,4.252607941627502,22.43875,513.9532125,59.0,9.0,9.36,179.51000000000002,1.4028329000105724,8.015244947130435,9.36,0
2693,2bb4144f4023aea3cda22b844f2a894d4481c912e6a820bf1861e45d3ae12bf0b1a02e2218cb067e1ab3bbca9bd15910559af5e6a807bd0b62436fff3315a3b2,1068.0,37.0,28.864864864864863,1046.0,0.9794007490636704,21.0,251.0,20.0,12.0,57.0,31.0,192,38.37315413657199,0.307464599609375,0.0001068115234375,3413.894234657288,37482.2776180839,37567.31789970398,8,4695.914737462997,29.0,0.0,29.0,29.0,29.0,232.0,0.0,0.0,29.0,0
2692,4c0eb8626c2ba8950053c304136ecf6a16bdca119446088d47dbbd46864e63faf1157e190e825fd6a226c77c4ff355ea23df9b4e7850bcc141175622440c9c0b,669.0,60.0,11.15,653.0,0.976083707025411,10.0,123.0,18.0,4.0,57.0,31.0,93,11.354514861762436,0.4433803558349609,7.62939453125e-05,415.6655826568604,1595.4008807026644,7845.969769477844,8,980.7462211847304,47.5475,183.46385,67.19,31.67,48.95,380.38,0.136115742955988,4.788839238270585,48.95,0
2691,a24f781de7f2fa1a007923be6385a0d8f87b451373645001e9fbf8e1ce5dc9919b7296498d044494c9be24beb0cb4d78031fd6ea5f1f5f286c864794c6ab3dd6,1061.0,203.0,5.226600985221675,1049.0,0.9886899151743638,13.0,132.0,21.0,16.0,84.0,31.0,169,8.129984868539346,0.0717196464538573,7.43865966796875e-05,505.9197597503662,1346.054710219006,5414.569922447205,8,676.8212403059006,89.0,1714.2857142857142,139.0,59.0,59.0,712.0,0.6440611887195306,14.638501094227998,59.0,0
2661,df7f1643df362150374189a7e33f09a6becc802683b01cd23f90908a5ee7a1710858660df2ddbd4987a79c2fa7094d7fde1679ccfcffecb62bd86f20bf633529,482.0,38.0,12.68421052631579,481.0,0.9979253112033196,16.0,70.0,22.0,9.0,46.0,30.0,156,59.16900602580765,0.0836162567138671,7.62939453125e-05,10416.593627929688,305917.9177123865,42779.191356658936,8,5347.398919582367,94.4725,455.2200785714285,121.15,71.16,94.17,755.78,0.1307543354162937,7.543375227405075,94.17,0
